municipio,cod_ibge,transicao,periodo,area_ha
Três Rios,3306008,Pastagem_para_Floresta,1985-2000,23.55785950620969
Três Rios,3306008,Floresta_para_Agricultura,1985-2000,0.0
Três Rios,3306008,Floresta_para_Urbano,1985-2000,0.7467376962304115
Três Rios,3306008,Pastagem_para_Urbano,1985-2000,242.2977903598956
Três Rios,3306008,Agricultura_para_Urbano,1985-2000,170.08585322043473
Três Rios,3306008,VegNativa_para_Antropico,1985-2000,73.53366498979285
Três Rios,3306008,Antropico_para_VegNativa,1985-2000,226.3579290641873
Três Rios,3306008,Pastagem_para_Agricultura,1985-2000,0.0
Três Rios,3306008,Silvicultura_para_Floresta,1985-2000,0.0
Três Rios,3306008,Floresta_para_Silvicultura,1985-2000,0.0
Paty do Alferes,3303856,Floresta_para_Pastagem,1985-2000,259.4106655149192
Paty do Alferes,3303856,Pastagem_para_Floresta,1985-2000,141.8720659549914
Paty do Alferes,3303856,Floresta_para_Agricultura,1985-2000,0.0
Paty do Alferes,3303856,Floresta_para_Urbano,1985-2000,0.2483684793114662
Paty do Alferes,3303856,Pastagem_para_Urbano,1985-2000,110.2812432175758
Paty do Alferes,3303856,Agricultura_para_Urbano,1985-2000,84.15883556709571
Paty do Alferes,3303856,VegNativa_para_Antropico,1985-2000,579.1862867013497
Paty do Alferes,3303856,Antropico_para_VegNativa,1985-2000,1500.0065210370162
Paty do Alferes,3303856,Pastagem_para_Agricultura,1985-2000,3.3369278251832606
Paty do Alferes,3303856,Silvicultura_para_Floresta,1985-2000,0.0
Paty do Alferes,3303856,Floresta_para_Silvicultura,1985-2000,0.0
Itatiaia,3302254,Floresta_para_Pastagem,1985-2000,99.25788877904417
Itatiaia,3302254,Pastagem_para_Floresta,1985-2000,171.00731192879817
Itatiaia,3302254,Floresta_para_Agricultura,1985-2000,0.0
Itatiaia,3302254,Floresta_para_Urbano,1985-2000,1.2418617829680445
Itatiaia,3302254,Pastagem_para_Urbano,1985-2000,200.11322564704747
Itatiaia,3302254,Agricultura_para_Urbano,1985-2000,114.34401974470592
Itatiaia,3302254,VegNativa_para_Antropico,1985-2000,389.38033933998906
Itatiaia,3302254,Antropico_para_VegNativa,1985-2000,742.3020303934811
Itatiaia,3302254,Pastagem_para_Agricultura,1985-2000,2.64866840839386
Itatiaia,3302254,Silvicultura_para_Floresta,1985-2000,0.0
Itatiaia,3302254,Floresta_para_Silvicultura,1985-2000,0.3313478007912636
Piraí,3304003,Floresta_para_Pastagem,1985-2000,486.6549190091153
Piraí,3304003,Pastagem_para_Floresta,1985-2000,68.507384641264
Piraí,3304003,Floresta_para_Agricultura,1985-2000,0.0
Piraí,3304003,Floresta_para_Urbano,1985-2000,0.0
Piraí,3304003,Pastagem_para_Urbano,1985-2000,45.60883348113766
Piraí,3304003,Agricultura_para_Urbano,1985-2000,41.71522362127025
Piraí,3304003,VegNativa_para_Antropico,1985-2000,662.6687975539589
Piraí,3304003,Antropico_para_VegNativa,1985-2000,270.895139213666
Piraí,3304003,Pastagem_para_Agricultura,1985-2000,0.0
Piraí,3304003,Silvicultura_para_Floresta,1985-2000,0.0
Piraí,3304003,Floresta_para_Silvicultura,1985-2000,0.7444140240550041
Barra Mansa,3300407,Floresta_para_Pastagem,1985-2000,891.5546598561546
Barra Mansa,3300407,Pastagem_para_Floresta,1985-2000,200.79668863637767
Barra Mansa,3300407,Floresta_para_Agricultura,1985-2000,0.0
Barra Mansa,3300407,Floresta_para_Urbano,1985-2000,11.25141428910634
Barra Mansa,3300407,Pastagem_para_Urbano,1985-2000,201.43719928288
Barra Mansa,3300407,Agricultura_para_Urbano,1985-2000,300.6511764078164
Barra Mansa,3300407,VegNativa_para_Antropico,1985-2000,2597.068206098588
Barra Mansa,3300407,Antropico_para_VegNativa,1985-2000,1445.7972431895191
Barra Mansa,3300407,Pastagem_para_Agricultura,1985-2000,3.724144034087658
Barra Mansa,3300407,Silvicultura_para_Floresta,1985-2000,2.959735860018169
Barra Mansa,3300407,Floresta_para_Silvicultura,1985-2000,0.0
Mendes,3302809,Floresta_para_Pastagem,1985-2000,25.549979111785984
Mendes,3302809,Pastagem_para_Floresta,1985-2000,23.129173377039383
Mendes,3302809,Floresta_para_Agricultura,1985-2000,0.0
Mendes,3302809,Floresta_para_Urbano,1985-2000,0.0
Mendes,3302809,Pastagem_para_Urbano,1985-2000,2.83223625637737
Mendes,3302809,Agricultura_para_Urbano,1985-2000,2.0469699255683844
Mendes,3302809,VegNativa_para_Antropico,1985-2000,63.918829964598
Mendes,3302809,Antropico_para_VegNativa,1985-2000,83.57475233612693
Mendes,3302809,Pastagem_para_Agricultura,1985-2000,0.0
Mendes,3302809,Silvicultura_para_Floresta,1985-2000,0.0
Mendes,3302809,Floresta_para_Silvicultura,1985-2000,0.0
Volta Redonda,3306305,Floresta_para_Pastagem,1985-2000,275.4362053318057
Volta Redonda,3306305,Pastagem_para_Floresta,1985-2000,97.07289293005186
Volta Redonda,3306305,Floresta_para_Agricultura,1985-2000,0.0
Volta Redonda,3306305,Floresta_para_Urbano,1985-2000,3.3085094273966904
Volta Redonda,3306305,Pastagem_para_Urbano,1985-2000,380.1202684519922
Volta Redonda,3306305,Agricultura_para_Urbano,1985-2000,344.90808054267205
Volta Redonda,3306305,VegNativa_para_Antropico,1985-2000,799.9420180976393
Volta Redonda,3306305,Antropico_para_VegNativa,1985-2000,530.4653802534822
Volta Redonda,3306305,Pastagem_para_Agricultura,1985-2000,0.0
Volta Redonda,3306305,Silvicultura_para_Floresta,1985-2000,3.000853512626068
Volta Redonda,3306305,Floresta_para_Silvicultura,1985-2000,32.37352278828621
Miguel Pereira,3302908,Floresta_para_Pastagem,1985-2000,28.136127159496155
Miguel Pereira,3302908,Pastagem_para_Floresta,1985-2000,11.147361163327506
Miguel Pereira,3302908,Floresta_para_Agricultura,1985-2000,0.0
Miguel Pereira,3302908,Floresta_para_Urbano,1985-2000,8.194979295134544
Miguel Pereira,3302908,Pastagem_para_Urbano,1985-2000,162.316048871419
Miguel Pereira,3302908,Agricultura_para_Urbano,1985-2000,223.11459045649744
Miguel Pereira,3302908,VegNativa_para_Antropico,1985-2000,101.7641286362036
Miguel Pereira,3302908,Antropico_para_VegNativa,1985-2000,143.8009010547224
Miguel Pereira,3302908,Pastagem_para_Agricultura,1985-2000,0.0
Miguel Pereira,3302908,Silvicultura_para_Floresta,1985-2000,0.0
Miguel Pereira,3302908,Floresta_para_Silvicultura,1985-2000,0.0
Valença,3306107,Floresta_para_Pastagem,2000-2010,817.8399922777332
Valença,3306107,Pastagem_para_Floresta,2000-2010,445.1466316455427
Valença,3306107,Floresta_para_Agricultura,2000-2010,0.0
Valença,3306107,Floresta_para_Urbano,2000-2010,0.0
Valença,3306107,Pastagem_para_Urbano,2000-2010,81.90919359773397
Valença,3306107,Agricultura_para_Urbano,2000-2010,41.2834115922451
Valença,3306107,VegNativa_para_Antropico,2000-2010,2267.9520453500686
Valença,3306107,Antropico_para_VegNativa,2000-2010,2180.2802826152124
Valença,3306107,Pastagem_para_Agricultura,2000-2010,0.0828326418995857
Valença,3306107,Silvicultura_para_Floresta,2000-2010,1.9897369965910912
Valença,3306107,Floresta_para_Silvicultura,2000-2010,3.2319784834980965
Pinheiral,3303955,Floresta_para_Pastagem,2000-2010,42.88713060494732
Pinheiral,3303955,Pastagem_para_Floresta,2000-2010,56.69739758433665
Pinheiral,3303955,Floresta_para_Agricultura,2000-2010,0.0
Pinheiral,3303955,Floresta_para_Urbano,2000-2010,0.0
Pinheiral,3303955,Pastagem_para_Urbano,2000-2010,31.85895361751318
Pinheiral,3303955,Agricultura_para_Urbano,2000-2010,7.549824315426396
Pinheiral,3303955,VegNativa_para_Antropico,2000-2010,112.02255340203932
Pinheiral,3303955,Antropico_para_VegNativa,2000-2010,153.2147747142934
Pinheiral,3303955,Pastagem_para_Agricultura,2000-2010,0.0
Pinheiral,3303955,Silvicultura_para_Floresta,2000-2010,0.0
Pinheiral,3303955,Floresta_para_Silvicultura,2000-2010,0.0
Rio Claro,3304409,Floresta_para_Pastagem,2000-2010,6.208670857198098
Rio Claro,3304409,Pastagem_para_Floresta,2000-2010,2.332623479559141
Rio Claro,3304409,Floresta_para_Agricultura,2000-2010,0.0
Rio Claro,3304409,Floresta_para_Urbano,2000-2010,0.0
Rio Claro,3304409,Pastagem_para_Urbano,2000-2010,0.4132414534687996
Rio Claro,3304409,Agricultura_para_Urbano,2000-2010,0.9919327795505524
Rio Claro,3304409,VegNativa_para_Antropico,2000-2010,66.05134613221767
Rio Claro,3304409,Antropico_para_VegNativa,2000-2010,68.33210528580581
Rio Claro,3304409,Pastagem_para_Agricultura,2000-2010,0.0
Rio Claro,3304409,Silvicultura_para_Floresta,2000-2010,0.0
Rio Claro,3304409,Floresta_para_Silvicultura,2000-2010,0.0
Barra do Piraí,3300308,Floresta_para_Pastagem,2000-2010,666.4658343111474
Barra do Piraí,3300308,Pastagem_para_Floresta,2000-2010,375.1142492058231
Barra do Piraí,3300308,Floresta_para_Agricultura,2000-2010,0.0
Barra do Piraí,3300308,Floresta_para_Urbano,2000-2010,2.5656461268663406
Barra do Piraí,3300308,Pastagem_para_Urbano,2000-2010,41.2244705211006
Barra do Piraí,3300308,Agricultura_para_Urbano,2000-2010,35.0974992737174
Barra do Piraí,3300308,VegNativa_para_Antropico,2000-2010,1506.9050365862015
Barra do Piraí,3300308,Antropico_para_VegNativa,2000-2010,1007.2806632037256
Barra do Piraí,3300308,Pastagem_para_Agricultura,2000-2010,0.0
Barra do Piraí,3300308,Silvicultura_para_Floresta,2000-2010,0.662697933614254
Barra do Piraí,3300308,Floresta_para_Silvicultura,2000-2010,0.5797600969672203
Vassouras,3306206,Floresta_para_Pastagem,2000-2010,239.02130520066208
Vassouras,3306206,Pastagem_para_Floresta,2000-2010,258.8123628397198
Vassouras,3306206,Floresta_para_Agricultura,2000-2010,0.0
Vassouras,3306206,Floresta_para_Urbano,2000-2010,0.0
Vassouras,3306206,Pastagem_para_Urbano,2000-2010,37.44568130373955
Vassouras,3306206,Agricultura_para_Urbano,2000-2010,14.32858094573021
Vassouras,3306206,VegNativa_para_Antropico,2000-2010,839.9059259928324
Vassouras,3306206,Antropico_para_VegNativa,2000-2010,1036.2392814184811
Vassouras,3306206,Pastagem_para_Agricultura,2000-2010,0.4969101175665855
Vassouras,3306206,Silvicultura_para_Floresta,2000-2010,0.0
Vassouras,3306206,Floresta_para_Silvicultura,2000-2010,0.082877367734909
Rio das Flores,3304508,Floresta_para_Pastagem,2000-2010,195.1169984144031
Rio das Flores,3304508,Pastagem_para_Floresta,2000-2010,239.94702298597372
Rio das Flores,3304508,Floresta_para_Agricultura,2000-2010,0.0
Rio das Flores,3304508,Floresta_para_Urbano,2000-2010,0.0
Rio das Flores,3304508,Pastagem_para_Urbano,2000-2010,27.95335402339697
Rio das Flores,3304508,Agricultura_para_Urbano,2000-2010,8.322721134009315
Rio das Flores,3304508,VegNativa_para_Antropico,2000-2010,672.3663567207316
Rio das Flores,3304508,Antropico_para_VegNativa,2000-2010,1042.586419909608
Rio das Flores,3304508,Pastagem_para_Agricultura,2000-2010,0.0
Rio das Flores,3304508,Silvicultura_para_Floresta,2000-2010,0.0
Rio das Flores,3304508,Floresta_para_Silvicultura,2000-2010,2.569530136883259
Porto Real,3304110,Floresta_para_Pastagem,2000-2010,0.1655792966485023
Porto Real,3304110,Pastagem_para_Floresta,2000-2010,3.7553671049136734
Porto Real,3304110,Floresta_para_Agricultura,2000-2010,0.0
Porto Real,3304110,Floresta_para_Urbano,2000-2010,0.0
Porto Real,3304110,Pastagem_para_Urbano,2000-2010,118.54028168054772
Porto Real,3304110,Agricultura_para_Urbano,2000-2010,33.28483136743307
Porto Real,3304110,VegNativa_para_Antropico,2000-2010,7.219242923662943
Porto Real,3304110,Antropico_para_VegNativa,2000-2010,57.11949449438675
Porto Real,3304110,Pastagem_para_Agricultura,2000-2010,0.5796747133135796
Porto Real,3304110,Silvicultura_para_Floresta,2000-2010,0.0
Porto Real,3304110,Floresta_para_Silvicultura,2000-2010,0.0
Quatis,3304128,Floresta_para_Pastagem,2000-2010,47.84315759811332
Quatis,3304128,Pastagem_para_Floresta,2000-2010,49.465132692339374
Quatis,3304128,Floresta_para_Agricultura,2000-2010,0.0
Quatis,3304128,Floresta_para_Urbano,2000-2010,0.0
Quatis,3304128,Pastagem_para_Urbano,2000-2010,27.73706296086312
Quatis,3304128,Agricultura_para_Urbano,2000-2010,2.768781487117796
Quatis,3304128,VegNativa_para_Antropico,2000-2010,435.44501320597
Quatis,3304128,Antropico_para_VegNativa,2000-2010,784.4461818944883
Quatis,3304128,Pastagem_para_Agricultura,2000-2010,0.0
Quatis,3304128,Silvicultura_para_Floresta,2000-2010,0.0
Quatis,3304128,Floresta_para_Silvicultura,2000-2010,0.0
Paraíba do Sul,3303708,Floresta_para_Pastagem,2000-2010,159.07023646881186
Paraíba do Sul,3303708,Pastagem_para_Floresta,2000-2010,203.62343443062372
Paraíba do Sul,3303708,Floresta_para_Agricultura,2000-2010,0.0
Paraíba do Sul,3303708,Floresta_para_Urbano,2000-2010,0.0
Paraíba do Sul,3303708,Pastagem_para_Urbano,2000-2010,82.9423808157444
Paraíba do Sul,3303708,Agricultura_para_Urbano,2000-2010,41.3779455218245
Paraíba do Sul,3303708,VegNativa_para_Antropico,2000-2010,665.3837569528642
Paraíba do Sul,3303708,Antropico_para_VegNativa,2000-2010,1215.899510052274
Paraíba do Sul,3303708,Pastagem_para_Agricultura,2000-2010,0.0
Paraíba do Sul,3303708,Silvicultura_para_Floresta,2000-2010,0.0
Paraíba do Sul,3303708,Floresta_para_Silvicultura,2000-2010,1.161871202290058
Resende,3304201,Floresta_para_Pastagem,2000-2010,499.4287961905494
Resende,3304201,Pastagem_para_Floresta,2000-2010,742.6277893173929
Resende,3304201,Floresta_para_Agricultura,2000-2010,0.0
Resende,3304201,Floresta_para_Urbano,2000-2010,0.0
Resende,3304201,Pastagem_para_Urbano,2000-2010,333.5660777375979
Resende,3304201,Agricultura_para_Urbano,2000-2010,26.28881032449357
Resende,3304201,VegNativa_para_Antropico,2000-2010,2113.859802171676
Resende,3304201,Antropico_para_VegNativa,2000-2010,3246.9371580959823
Resende,3304201,Pastagem_para_Agricultura,2000-2010,0.0016254043462229
Resende,3304201,Silvicultura_para_Floresta,2000-2010,30.06289362162352
Resende,3304201,Floresta_para_Silvicultura,2000-2010,163.3455676741752
Comendador Levy Gasparian,3300951,Floresta_para_Pastagem,2000-2010,39.36182474572869
Comendador Levy Gasparian,3300951,Pastagem_para_Floresta,2000-2010,22.680226513947925
Comendador Levy Gasparian,3300951,Floresta_para_Agricultura,2000-2010,0.0
Comendador Levy Gasparian,3300951,Floresta_para_Urbano,2000-2010,0.0
Comendador Levy Gasparian,3300951,Pastagem_para_Urbano,2000-2010,19.59264662861824
Comendador Levy Gasparian,3300951,Agricultura_para_Urbano,2000-2010,8.405113991948904
Comendador Levy Gasparian,3300951,VegNativa_para_Antropico,2000-2010,179.99327574474555
Comendador Levy Gasparian,3300951,Antropico_para_VegNativa,2000-2010,257.7658467087676
Comendador Levy Gasparian,3300951,Pastagem_para_Agricultura,2000-2010,0.0
Comendador Levy Gasparian,3300951,Silvicultura_para_Floresta,2000-2010,0.0
Comendador Levy Gasparian,3300951,Floresta_para_Silvicultura,2000-2010,0.0
Três Rios,3306008,Floresta_para_Pastagem,2000-2010,20.54355570346701
Três Rios,3306008,Pastagem_para_Floresta,2000-2010,10.081598248435002
Três Rios,3306008,Floresta_para_Agricultura,2000-2010,0.0
Três Rios,3306008,Floresta_para_Urbano,2000-2010,0.0
Três Rios,3306008,Pastagem_para_Urbano,2000-2010,77.63868023814524
Três Rios,3306008,Agricultura_para_Urbano,2000-2010,30.622183963656425
Três Rios,3306008,VegNativa_para_Antropico,2000-2010,81.55754221631031
Três Rios,3306008,Antropico_para_VegNativa,2000-2010,97.03907781193652
Três Rios,3306008,Pastagem_para_Agricultura,2000-2010,0.0
Três Rios,3306008,Silvicultura_para_Floresta,2000-2010,0.0
Três Rios,3306008,Floresta_para_Silvicultura,2000-2010,0.0
Paty do Alferes,3303856,Floresta_para_Pastagem,2000-2010,261.40070912478603
Paty do Alferes,3303856,Pastagem_para_Floresta,2000-2010,75.66604775967551
Paty do Alferes,3303856,Floresta_para_Agricultura,2000-2010,0.0
Paty do Alferes,3303856,Floresta_para_Urbano,2000-2010,0.0827964097261428
Paty do Alferes,3303856,Pastagem_para_Urbano,2000-2010,79.0121386638459
Paty do Alferes,3303856,Agricultura_para_Urbano,2000-2010,19.295261062681675
Paty do Alferes,3303856,VegNativa_para_Antropico,2000-2010,797.9890443306344
Paty do Alferes,3303856,Antropico_para_VegNativa,2000-2010,427.7788748852179
Paty do Alferes,3303856,Pastagem_para_Agricultura,2000-2010,1.6560258641839027
Paty do Alferes,3303856,Silvicultura_para_Floresta,2000-2010,0.0
Paty do Alferes,3303856,Floresta_para_Silvicultura,2000-2010,0.0
Itatiaia,3302254,Floresta_para_Pastagem,2000-2010,138.46609901724494
Itatiaia,3302254,Pastagem_para_Floresta,2000-2010,25.081479750573635
Itatiaia,3302254,Floresta_para_Agricultura,2000-2010,0.0
Itatiaia,3302254,Floresta_para_Urbano,2000-2010,0.0
Itatiaia,3302254,Pastagem_para_Urbano,2000-2010,71.59328335523605
Itatiaia,3302254,Agricultura_para_Urbano,2000-2010,18.361126789450644
Itatiaia,3302254,VegNativa_para_Antropico,2000-2010,352.8318618213429
Itatiaia,3302254,Antropico_para_VegNativa,2000-2010,462.4101600598764
Itatiaia,3302254,Pastagem_para_Agricultura,2000-2010,0.0
Itatiaia,3302254,Silvicultura_para_Floresta,2000-2010,0.0
Itatiaia,3302254,Floresta_para_Silvicultura,2000-2010,0.828462153673172
Piraí,3304003,Floresta_para_Pastagem,2000-2010,67.42412728535778
Piraí,3304003,Pastagem_para_Floresta,2000-2010,30.19155219255709
Piraí,3304003,Floresta_para_Agricultura,2000-2010,0.0
Piraí,3304003,Floresta_para_Urbano,2000-2010,0.0
Piraí,3304003,Pastagem_para_Urbano,2000-2010,18.8964525446588
Piraí,3304003,Agricultura_para_Urbano,2000-2010,5.887329235322335
Piraí,3304003,VegNativa_para_Antropico,2000-2010,199.21704913342705
Piraí,3304003,Antropico_para_VegNativa,2000-2010,144.49845096366664
Piraí,3304003,Pastagem_para_Agricultura,2000-2010,0.0
Piraí,3304003,Silvicultura_para_Floresta,2000-2010,0.0
Piraí,3304003,Floresta_para_Silvicultura,2000-2010,0.0
Barra Mansa,3300407,Floresta_para_Pastagem,2000-2010,96.49197556353084
